title,meta,headers,body,QueryNumber,map,p10,ndcg10,ndcg1000,bpref,rr
0,0,1,0,202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,0,1,0,203,0.0047,0.0000,0.0000,0.0564,0.0759,0.0714
0,0,1,0,204,0.0377,0.4000,0.3678,0.1403,0.0877,1.0000
0,0,1,0,205,0.0000,0.0000,0.0000,0.0048,0.0125,0.0027
0,0,1,0,206,0.0028,0.0000,0.0000,0.0701,0.0943,0.0119
0,0,1,0,207,0.0094,0.1000,0.0592,0.0630,0.0565,0.1667
0,0,1,0,208,0.0602,0.2000,0.1522,0.1165,0.0914,1.0000
0,0,1,0,209,0.0051,0.0000,0.0000,0.0423,0.0533,0.0667
0,0,1,0,210,0.0371,0.3000,0.1953,0.1350,0.0891,0.5000
0,0,1,0,211,0.0014,0.0000,0.0000,0.0411,0.0693,0.0143
0,0,1,0,212,0.0017,0.0000,0.0000,0.0301,0.0247,0.0312
0,0,1,0,213,0.0339,0.3000,0.2579,0.1542,0.1515,1.0000
0,0,1,0,214,0.0479,0.5000,0.4060,0.1803,0.1499,1.0000
0,0,1,0,215,0.0130,0.3000,0.2238,0.0729,0.0501,1.0000
0,0,1,0,216,0.0280,0.5000,0.2589,0.1199,0.1016,0.5000
0,0,1,0,217,0.0279,0.4000,0.2444,0.1008,0.0722,1.0000
0,0,1,0,218,0.0379,0.4000,0.2771,0.1263,0.0882,1.0000
0,0,1,0,219,0.0000,0.0000,0.0000,0.0060,0.0058,0.0017
0,0,1,0,220,0.0032,0.0000,0.0000,0.0386,0.0293,0.0769
0,0,1,0,221,0.0048,0.2000,0.0557,0.0454,0.0594,0.1429
0,0,1,0,222,0.0723,0.5000,0.2033,0.1742,0.1521,1.0000
0,0,1,0,223,0.0461,0.5000,0.4521,0.2318,0.1160,1.0000
0,0,1,0,224,0.0017,0.0000,0.0000,0.0603,0.1047,0.0208
0,0,1,0,225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,0,1,0,226,0.0074,0.1000,0.0426,0.0933,0.1144,0.2000
0,0,1,0,227,0.0786,0.4000,0.4062,0.2270,0.0984,1.0000
0,0,1,0,228,0.0271,0.2000,0.1522,0.0986,0.0640,0.5000
0,0,1,0,229,0.1011,0.5000,0.5837,0.2746,0.1924,1.0000
0,0,1,0,230,0.0134,0.1000,0.0945,0.1017,0.1175,0.5000
0,0,1,0,231,0.0764,0.4000,0.2151,0.1877,0.1828,1.0000
0,0,1,0,232,0.0224,0.1000,0.2201,0.1041,0.0539,1.0000
0,0,1,0,233,0.0391,0.4000,0.3437,0.1495,0.1024,1.0000
0,0,1,0,234,0.0352,0.5000,0.3987,0.1416,0.1056,0.5000
0,0,1,0,235,0.0714,0.1000,0.2996,0.2583,0.0714,1.0000
0,0,1,0,236,0.0285,0.2000,0.2107,0.1383,0.1137,1.0000
0,0,1,0,237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,0,1,0,238,0.0067,0.1000,0.0955,0.0608,0.0322,0.2000
0,0,1,0,239,0.0100,0.1000,0.0722,0.0722,0.0796,0.5000
0,0,1,0,240,0.0007,0.1000,0.0221,0.0151,0.0206,0.1111
0,0,1,0,241,0.0006,0.0000,0.0000,0.0220,0.0300,0.0323
