title,meta,headers,body,QueryNumber,map,p10,ndcg10,ndcg1000,bpref,rr
5,0,0,0,354,0.0526,0.2000,0.1357,0.2811,0.3169,0.1250
5,0,0,0,362,0.0609,0.8000,0.8482,0.2872,0.1427,1.0000
5,0,0,0,363,0.0188,0.1000,0.2201,0.1621,0.0916,1.0000
5,0,0,0,367,0.0409,0.1000,0.2201,0.2184,0.1263,1.0000
5,0,0,0,372,0.0190,0.0000,0.0000,0.2013,0.0700,0.0152
5,0,0,0,374,0.3129,0.3000,0.4690,0.6537,0.6104,1.0000
5,0,0,0,375,0.0251,0.3000,0.2394,0.1409,0.0948,0.2500
5,0,0,0,378,0.0230,0.1000,0.2201,0.1931,0.0192,1.0000
5,0,0,0,383,0.0022,0.0000,0.0000,0.0659,0.0339,0.0130
5,0,0,0,389,0.0089,0.1000,0.0469,0.0861,0.0761,0.1429
5,0,0,0,393,0.0025,0.1000,0.0851,0.0284,0.0176,0.2000
5,0,0,0,394,0.1058,0.8000,0.7163,0.2291,0.1401,0.5000
5,0,0,0,397,0.0229,0.0000,0.0000,0.2884,0.0234,0.0042
5,0,0,0,399,0.0144,0.5000,0.3425,0.0752,0.0568,0.3333
5,0,0,0,401,0.0226,0.3000,0.2900,0.1282,0.0936,0.3333
5,0,0,0,404,0.0309,0.7000,0.4385,0.1490,0.1099,1.0000
5,0,0,0,408,0.0370,0.2000,0.3149,0.1970,0.1363,1.0000
5,0,0,0,409,0.0336,0.6000,0.4057,0.1376,0.1196,0.5000
5,0,0,0,416,0.2746,0.5000,0.3480,0.5504,0.3880,0.5000
5,0,0,0,419,0.0066,0.0000,0.0000,0.1085,0.0311,0.0833
5,0,0,0,426,0.0020,0.0000,0.0000,0.0709,0.0714,0.0045
5,0,0,0,427,0.0043,0.1000,0.0474,0.0206,0.0163,0.2500
5,0,0,0,433,0.0145,0.0000,0.0000,0.1024,0.0947,0.0714
5,0,0,0,435,0.1233,0.2000,0.0739,0.3522,0.3489,0.1667
5,0,0,0,436,0.0358,0.8000,0.6247,0.1755,0.1066,1.0000
5,0,0,0,439,0.0116,0.1000,0.0663,0.1558,0.1562,0.1111
5,0,0,0,443,0.0524,0.4000,0.4537,0.2686,0.2018,1.0000
5,0,0,0,448,0.0011,0.0000,0.0000,0.0453,0.0270,0.0059
5,0,0,0,622,0.0960,0.6000,0.4264,0.2339,0.1710,0.3333
5,0,0,0,625,0.0101,0.1000,0.2201,0.1075,0.0137,1.0000
5,0,0,0,638,0.0014,0.0000,0.0000,0.0643,0.0725,0.0333
5,0,0,0,639,0.0274,0.5000,0.2931,0.1261,0.1174,1.0000
5,0,0,0,648,0.1357,0.6000,0.5087,0.3158,0.2083,1.0000
5,0,0,0,650,0.0032,0.0000,0.0000,0.0806,0.0000,0.0204
5,0,0,0,651,0.0046,0.0000,0.0000,0.0810,0.0568,0.0588
5,0,0,0,658,0.0394,0.2000,0.1136,0.2113,0.1648,0.2500
5,0,0,0,689,0.0257,0.0000,0.0000,0.1707,0.1313,0.0909
5,0,0,1,303,0.1874,0.4000,0.3195,0.5991,0.3739,0.2500
5,0,0,1,307,0.0567,0.4000,0.3956,0.2261,0.2012,1.0000
5,0,0,1,310,0.0014,0.0000,0.0000,0.0374,0.0329,0.0147
5,0,0,1,314,0.0006,0.0000,0.0000,0.0410,0.0000,0.0053
5,0,0,1,322,0.0004,0.0000,0.0000,0.0250,0.0000,0.0030
5,0,0,1,325,0.3390,0.1000,0.0445,0.6784,0.6767,0.1429
5,0,0,1,330,0.1180,0.3000,0.3719,0.4175,0.3945,1.0000
5,0,0,1,336,0.1882,0.5000,0.3218,0.4467,0.2971,1.0000
5,0,0,1,341,0.1225,0.1000,0.0501,0.3251,0.1695,0.1667
5,0,0,1,344,0.0456,0.4000,0.2285,0.2221,0.1576,1.0000
5,0,0,1,345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,0,0,1,347,0.1598,0.4000,0.2793,0.5282,0.3315,0.2500
5,0,0,1,353,0.0560,0.2000,0.1340,0.2820,0.1247,0.2000
5,0,0,1,354,0.0808,0.2000,0.2122,0.3419,0.3517,0.5000
5,0,0,1,362,0.0893,0.9000,0.8898,0.3245,0.1708,1.0000
5,0,0,1,363,0.0400,0.5000,0.5049,0.2182,0.1162,1.0000
5,0,0,1,367,0.0737,0.4000,0.3693,0.4082,0.1214,0.5000
5,0,0,1,372,0.0220,0.0000,0.0000,0.2202,0.0536,0.0208
5,0,0,1,374,0.3696,0.5000,0.5339,0.6855,0.6203,1.0000
5,0,0,1,375,0.0562,0.3000,0.3747,0.2117,0.1156,1.0000
5,0,0,1,378,0.0401,0.1000,0.2201,0.2621,0.0666,1.0000
5,0,0,1,383,0.0022,0.0000,0.0000,0.0486,0.0301,0.0119
5,0,0,1,389,0.0105,0.1000,0.0424,0.0975,0.0780,0.1111
