schema alpha  QueryNum map p10 ndcg10 ndcg1000 bpref unjudged relString rr
topBm25fTuneBoost_Web_alpha1 1 228 0.0127 0.1000 0.0294 0.0849 0.0997 5 '00----010-' 0.1250
topBm25fTuneBoost_Web_alpha1 1 229 0.0859 0.5000 0.5907 0.2867 0.2301 1 '22020020-2' 1.0000
topBm25fTuneBoost_Web_alpha1 1 230 0.0306 0.3000 0.2863 0.1642 0.1091 5 '02-0--11--' 0.5000
topBm25fTuneBoost_Web_alpha1 1 231 0.0247 0.1000 0.0326 0.1582 0.2461 6 '0-00-1----' 0.1667
topBm25fTuneBoost_Web_alpha1 1 232 0.1199 0.6000 0.6835 0.2753 0.1474 1 '110111-010' 1.0000
topBm25fTuneBoost_Web_alpha1 1 233 0.0047 0.0000 0.0000 0.0729 0.0530 1 '000-000000' 0.0312
topBm25fTuneBoost_Web_alpha1 1 234 0.0544 0.3000 0.2222 0.1950 0.1608 1 '001100001-' 0.3333
topBm25fTuneBoost_Web_alpha1 1 235 0.0048 0.0000 0.0000 0.0646 0.0561 7 '---.-00---' 0.0667
topBm25fTuneBoost_Web_alpha1 1 236 0.0748 0.5000 0.4407 0.2230 0.1670 4 '111-0---11' 1.0000
topBm25fTuneBoost_Web_alpha1 1 237 0.0000 0.0000 0.0000 0.0000 0.0000 1 '00-0000000' 0.0000
topBm25fTuneBoost_Web_alpha1 1 238 0.0313 0.2000 0.1601 0.1278 0.0922 3 '010-0-20-0' 0.5000
topBm25fTuneBoost_Web_alpha1 1 239 0.0232 0.4000 0.1580 0.1203 0.1202 1 '0001-01110' 0.2500
topBm25fTuneBoost_Web_alpha1 1 240 0.0005 0.0000 0.0000 0.0169 0.0239 7 '00----0---' 0.0417
topBm25fTuneBoost_Web_alpha1 1 241 0.0006 0.0000 0.0000 0.0294 0.0658 8 '00--------' 0.0048
topBm25fTuneBoost_Web_alpha1 1 242 0.0012 0.0000 0.0000 0.0303 0.0160 3 '000--0000-' 0.0270
topBm25fTuneBoost_Web_alpha1 1 243 0.0030 0.0000 0.0000 0.0491 0.0789 7 '0----00---' 0.0370
topBm25fTuneBoost_Web_alpha1 1 244 0.0612 0.2000 0.0884 0.1717 0.1488 3 '000-0-0-11' 0.1111
topBm25fTuneBoost_Web_alpha1 1 245 0.0033 0.0000 0.0000 0.0264 0.0000 6 '00--0-0---' 0.0294
topBm25fTuneBoost_Web_alpha1 1 246 0.0021 0.0000 0.0000 0.0360 0.0495 4 '0000-0--0-' 0.0345
topBm25fTuneBoost_Web_alpha1 1 247 0.0009 0.0000 0.0000 0.0204 0.0312 7 '00-0------' 0.0227
topBm25fTuneBoost_Web_alpha1 1 248 0.0018 0.0000 0.0000 0.0342 0.0262 4 '0-0000-0--' 0.0323
topBm25fTuneBoost_Web_alpha1 1 249 0.0057 0.0000 0.0000 0.0962 0.1121 5 '0--000---0' 0.0213
topBm25fTuneBoost_Web_alpha1 1 250 0.0050 0.1000 0.0353 0.0271 0.0400 5 '--0---0001' 0.1000
topBm25fTuneBoost_Web_alpha1 1 251 0.0024 0.0000 0.0000 0.0338 0.0327 9 '-0--------' 0.0667
topBm25fTuneBoost_Web_alpha1 1 252 0.0477 0.7000 0.3294 0.1194 0.0718 1 '1-11111100' 1.0000
topBm25fTuneBoost_Web_alpha1 1 253 0.0299 0.5000 0.2240 0.0919 0.0640 2 '021-01102-' 0.5000
topBm25fTuneBoost_Web_alpha1 1 254 0.0002 0.0000 0.0000 0.0103 0.0209 6 '00-00-----' 0.0040
topBm25fTuneBoost_Web_alpha1 1 255 0.0006 0.0000 0.0000 0.0236 0.0000 7 '.--00-----' 0.0031
topBm25fTuneBoost_Web_alpha1 1 256 0.0437 0.4000 0.2208 0.1367 0.1100 6 '11----31--' 1.0000
topBm25fTuneBoost_Web_alpha1 1 257 0.0330 0.3000 0.1225 0.1294 0.1013 5 '0011--2---' 0.3333
topBm25fTuneBoost_Web_alpha1 1 258 0.0109 0.1000 0.0694 0.0473 0.0412 7 '01----0---' 0.5000
topBm25fTuneBoost_Web_alpha1 1 259 0.0565 0.7000 0.4783 0.1473 0.0882 3 '-1111111--' 0.5000
topBm25fTuneBoost_Web_alpha1 1 260 0.0183 0.1000 0.0858 0.0765 0.0799 8 '0-2-------' 0.3333
topBm25fTuneBoost_Web_alpha1 1 261 0.0484 0.1000 0.1498 0.1216 0.0794 7 '1--0--0---' 1.0000
topBm25fTuneBoost_Web_alpha1 1 262 0.0033 0.1000 0.0516 0.0376 0.0282 9 '----1-----' 0.2000
topBm25fTuneBoost_Web_alpha1 1 263 0.0094 0.1000 0.1177 0.0735 0.0573 6 '1--000----' 1.0000
topBm25fTuneBoost_Web_alpha1 1 264 0.0097 0.1000 0.0550 0.0837 0.0982 8 '-01-------' 0.3333
topBm25fTuneBoost_Web_alpha1 1 265 0.0784 0.2000 0.2617 0.3040 0.1723 5 '032--00---' 0.5000
topBm25fTuneBoost_Web_alpha1 1 266 0.0243 0.5000 0.6988 0.1720 0.0613 5 '4444-3----' 1.0000
topBm25fTuneBoost_Web_alpha1 1 267 0.0015 0.1000 0.0231 0.0075 0.0118 8 '--.----1--' 0.1250
topBm25fTuneBoost_Web_alpha1 1 268 0.0033 0.2000 0.0847 0.0265 0.0222 5 '-0--0102--' 0.1667
topBm25fTuneBoost_Web_alpha1 1 269 0.0008 0.0000 0.0000 0.0390 0.0288 8 '0-0-------' 0.0208
topBm25fTuneBoost_Web_alpha1 1 270 0.0140 0.1000 0.1177 0.1146 0.1061 5 '02-0-0--0-' 0.5000
topBm25fTuneBoost_Web_alpha1 1 271 0.0133 0.1000 0.0580 0.0484 0.0578 5 '0-0-1-0-0-' 0.2000
topBm25fTuneBoost_Web_alpha1 1 272 0.0076 0.3000 0.1180 0.0691 0.0723 7 '-1--11----' 0.5000
topBm25fTuneBoost_Web_alpha1 1 273 0.0700 0.4000 0.3464 0.2732 0.1638 3 '0-43400-3-' 0.3333
topBm25fTuneBoost_Web_alpha1 1 274 0.0059 0.2000 0.0556 0.0497 0.0759 5 '0----11-.0' 0.1667
topBm25fTuneBoost_Web_alpha1 1 275 0.0000 0.0000 0.0000 0.0000 0.0000 6 '0--0-0-0--' 0.0000
topBm25fTuneBoost_Web_alpha1 1 276 0.0135 0.3000 0.1281 0.0618 0.0493 7 '1--1---1--' 1.0000
topBm25fTuneBoost_Web_alpha1 1 277 0.0000 0.0000 0.0000 0.0046 0.0138 7 '0----0---0' 0.0025
topBm25fTuneBoost_Web_alpha1 1 278 0.0000 0.0000 0.0000 0.0000 0.0000 8 '-0----0---' 0.0000
topBm25fTuneBoost_Web_alpha1 1 279 0.0089 0.2000 0.0912 0.0596 0.0584 4 '000-21---0' 0.2000
topBm25fTuneBoost_Web_alpha1 1 280 0.0044 0.1000 0.0287 0.0589 0.0629 6 '000------1' 0.1000
topBm25fTuneBoost_Web_alpha1 1 281 0.0101 0.2000 0.0710 0.0651 0.0646 5 '----0100-1' 0.1667
topBm25fTuneBoost_Web_alpha1 1 282 0.0224 0.4000 0.3880 0.1268 0.0955 5 '10-11-1---' 1.0000
topBm25fTuneBoost_Web_alpha1 1 283 0.0495 0.4000 0.2613 0.1420 0.0724 5 '2111---0--' 1.0000
topBm25fTuneBoost_Web_alpha1 1 284 0.0430 0.6000 0.4953 0.1754 0.0862 3 '321-1.3-2-' 1.0000
topBm25fTuneBoost_Web_alpha1 1 285 0.0251 0.6000 0.3680 0.0971 0.0465 4 '2--1212--4' 1.0000
topBm25fTuneBoost_Web_alpha1 1 286 0.0116 0.1000 0.0831 0.0576 0.0480 9 '1---------' 1.0000
topBm25fTuneBoost_Web_alpha1 1 287 0.0035 0.1000 0.0560 0.0277 0.0208 8 '--0--2----' 0.1667
topBm25fTuneBoost_Web_alpha1 1 288 0.0188 0.3000 0.2193 0.0927 0.0620 6 '101--2----' 1.0000
topBm25fTuneBoost_Web_alpha1 1 289 0.0003 0.0000 0.0000 0.0162 0.0317 8 '---0---0--' 0.0085
topBm25fTuneBoost_Web_alpha1 1 290 0.0167 0.1000 0.1389 0.0689 0.0322 6 '010---0---' 0.5000
topBm25fTuneBoost_Web_alpha1 1 291 0.0076 0.1000 0.0364 0.0280 0.0393 6 '000--1----' 0.1667
topBm25fTuneBoost_Web_alpha1 1 292 0.0112 0.2000 0.1431 0.0762 0.0575 8 '1-----2---' 1.0000
topBm25fTuneBoost_Web_alpha1 1 293 0.0008 0.0000 0.0000 0.0216 0.0324 10 '----------' 0.0455
topBm25fTuneBoost_Web_alpha1 1 294 0.0010 0.1000 0.0784 0.0237 0.0227 7 '-----20--0' 0.1667
topBm25fTuneBoost_Web_alpha1 1 295 0.0379 0.3000 0.2915 0.1323 0.0687 3 '120010---0' 1.0000
topBm25fTuneBoost_Web_alpha1 1 296 0.0222 0.4000 0.2214 0.0793 0.0378 5 '11--1-3--0' 1.0000
topBm25fTuneBoost_Web_alpha1 1 297 0.0102 0.3000 0.2379 0.0717 0.0536 6 '-1--1---10' 0.5000
topBm25fTuneBoost_Web_alpha1 1 298 0.0137 0.3000 0.0870 0.1436 0.1106 7 '---21-1---' 0.2500
topBm25fTuneBoost_Web_alpha1 1 299 0.0000 0.0000 0.0000 0.0000 0.0000 10 '----------' 0.0000
topBm25fTuneBoost_Web_alpha1 1 300 0.0000 0.0000 0.0000 0.0057 0.0143 8 '-0---0----' 0.0013
topBm25fTuneBoost_Web_alpha10 10 201 0.0314 0.3000 0.1334 0.1211 0.0992 3 '0001110---' 0.2500
topBm25fTuneBoost_Web_alpha10 10 202 0.1667 0.1000 0.3562 0.3562 0.0000 0 '0000040000' 0.1667
topBm25fTuneBoost_Web_alpha10 10 203 0.0272 0.3000 0.3087 0.1462 0.1042 5 '230----1-0' 1.0000
topBm25fTuneBoost_Web_alpha10 10 204 0.0102 0.1000 0.0298 0.0823 0.0986 6 '-----0001-' 0.1111
topBm25fTuneBoost_Web_alpha10 10 205 0.0000 0.0000 0.0000 0.0000 0.0000 10 '----------' 0.0000
topBm25fTuneBoost_Web_alpha10 10 206 0.0013 0.0000 0.0000 0.0494 0.0610 7 '0---0--0--' 0.0084
topBm25fTuneBoost_Web_alpha10 10 207 0.0114 0.1000 0.0716 0.0894 0.0998 8 '---20-----' 0.2500
