schema alpha  QueryNum map p10 ndcg10 ndcg1000 bpref unjudged relString rr
topTuneBoost_Web_alpha1 1 271 0.0167 0.1000 0.0645 0.0539 0.0578 6 '0-01-0----' 0.2500
topTuneBoost_Web_alpha1 1 272 0.0108 0.3000 0.1070 0.0845 0.0808 6 '0-11---1--' 0.3333
topTuneBoost_Web_alpha1 1 273 0.0803 0.5000 0.4447 0.2898 0.1669 3 '-0443-40-4' 0.3333
topTuneBoost_Web_alpha1 1 274 0.0154 0.2000 0.1119 0.0771 0.0835 7 '10--1-----' 1.0000
topTuneBoost_Web_alpha1 1 275 0.0000 0.0000 0.0000 0.0000 0.0000 6 '0---00--0-' 0.0000
topTuneBoost_Web_alpha1 1 276 0.0121 0.2000 0.0965 0.0587 0.0496 8 '1------1--' 1.0000
topTuneBoost_Web_alpha1 1 277 0.0000 0.0000 0.0000 0.0045 0.0130 8 '0------0--' 0.0023
topTuneBoost_Web_alpha1 1 278 0.0000 0.0000 0.0000 0.0000 0.0000 6 '-0--00--0-' 0.0000
topTuneBoost_Web_alpha1 1 279 0.0227 0.3000 0.2181 0.1079 0.0601 6 '2-0-1--1--' 1.0000
topTuneBoost_Web_alpha1 1 280 0.0071 0.1000 0.0384 0.0645 0.0689 9 '----1-----' 0.2000
topTuneBoost_Web_alpha1 1 281 0.0135 0.3000 0.1273 0.0739 0.0650 5 '--10-10-1-' 0.3333
topTuneBoost_Web_alpha1 1 282 0.0257 0.3000 0.3483 0.1350 0.1009 5 '1011---0--' 1.0000
topTuneBoost_Web_alpha1 1 283 0.0501 0.5000 0.2831 0.1264 0.0724 4 '1112-0---3' 1.0000
topTuneBoost_Web_alpha1 1 284 0.0323 0.4000 0.3341 0.1460 0.0857 6 '12-3--3---' 1.0000
topTuneBoost_Web_alpha1 1 285 0.0314 0.6000 0.4284 0.1115 0.0465 4 '22-142-1--' 1.0000
topTuneBoost_Web_alpha1 1 286 0.0113 0.2000 0.1355 0.0598 0.0481 7 '1------2-0' 1.0000
topTuneBoost_Web_alpha1 1 287 0.0035 0.1000 0.0560 0.0277 0.0208 8 '0----2----' 0.1667
topTuneBoost_Web_alpha1 1 288 0.0084 0.1000 0.0427 0.0688 0.0619 8 '0--1------' 0.2500
topTuneBoost_Web_alpha1 1 289 0.0008 0.0000 0.0000 0.0189 0.0330 8 '--0-----0-' 0.0345
topTuneBoost_Web_alpha1 1 290 0.0033 0.1000 0.0636 0.0316 0.0289 5 '-0----0001' 0.1000
topTuneBoost_Web_alpha1 1 291 0.0038 0.0000 0.0000 0.0212 0.0393 7 '000-------' 0.0833
topTuneBoost_Web_alpha1 1 292 0.0148 0.3000 0.2209 0.0853 0.0614 7 '1--2-2----' 1.0000
topTuneBoost_Web_alpha1 1 293 0.0017 0.1000 0.0500 0.0303 0.0403 9 '------2---' 0.1429
topTuneBoost_Web_alpha1 1 294 0.0004 0.0000 0.0000 0.0188 0.0225 8 '00--------' 0.0175
topTuneBoost_Web_alpha1 1 295 0.0507 0.4000 0.4063 0.1503 0.0695 4 '122100----' 1.0000
topTuneBoost_Web_alpha1 1 296 0.0179 0.4000 0.2132 0.0758 0.0376 4 '1--13-01-0' 1.0000
topTuneBoost_Web_alpha1 1 297 0.0085 0.3000 0.2143 0.0660 0.0536 7 '--1-1---1-' 0.3333
topTuneBoost_Web_alpha1 1 298 0.0194 0.3000 0.1208 0.1487 0.1038 7 '1--2--1---' 1.0000
topTuneBoost_Web_alpha1 1 299 0.0000 0.0000 0.0000 0.0000 0.0000 10 '----------' 0.0000
topTuneBoost_Web_alpha1 1 300 0.0000 0.0000 0.0000 0.0056 0.0146 8 '--0-----0-' 0.0011
topTuneBoost_Web_alpha10 10 201 0.0265 0.2000 0.0687 0.1121 0.0995 4 '-00-0--101' 0.1250
topTuneBoost_Web_alpha10 10 202 0.1429 0.1000 0.3333 0.3333 0.0000 1 '000000400-' 0.1429
topTuneBoost_Web_alpha10 10 203 0.0267 0.4000 0.3299 0.1439 0.1056 6 '23-----1-1' 1.0000
topTuneBoost_Web_alpha10 10 204 0.0172 0.2000 0.1182 0.1079 0.1135 5 '-----00031' 0.1111
topTuneBoost_Web_alpha10 10 205 0.0000 0.0000 0.0000 0.0000 0.0000 10 '----------' 0.0000
topTuneBoost_Web_alpha10 10 206 0.0021 0.0000 0.0000 0.0656 0.0830 8 '-0-------0' 0.0204
topTuneBoost_Web_alpha10 10 207 0.0160 0.3000 0.1179 0.0806 0.0797 4 '-0--21-001' 0.2000
topTuneBoost_Web_alpha10 10 208 0.0760 0.3000 0.2724 0.1829 0.1137 1 '2100-00001' 1.0000
topTuneBoost_Web_alpha10 10 209 0.0005 0.0000 0.0000 0.0233 0.0000 5 '-000-0-0--' 0.0065
topTuneBoost_Web_alpha10 10 210 0.0107 0.0000 0.0000 0.0825 0.0650 4 '00----0000' 0.0667
topTuneBoost_Web_alpha10 10 211 0.0044 0.1000 0.0332 0.0682 0.0866 9 '-----1----' 0.1667
topTuneBoost_Web_alpha10 10 212 0.0004 0.0000 0.0000 0.0215 0.0062 7 '-0--0----0' 0.0075
topTuneBoost_Web_alpha10 10 213 0.0295 0.2000 0.1402 0.1640 0.1850 7 '-01-2-----' 0.3333
topTuneBoost_Web_alpha10 10 214 0.0459 0.5000 0.2899 0.1765 0.1655 5 '11--1--11-' 1.0000
topTuneBoost_Web_alpha10 10 215 0.0672 0.4000 0.2323 0.2314 0.2517 6 '--111-1---' 0.3333
topTuneBoost_Web_alpha10 10 216 0.0357 0.6000 0.2968 0.1305 0.0982 4 '112-12-1--' 1.0000
topTuneBoost_Web_alpha10 10 217 0.0464 0.5000 0.3512 0.1499 0.1111 5 '21-11--1--' 1.0000
topTuneBoost_Web_alpha10 10 218 0.0241 0.3000 0.1918 0.1108 0.0834 5 '1-0-110---' 1.0000
topTuneBoost_Web_alpha10 10 219 0.0000 0.0000 0.0000 0.0058 0.0014 8 '------0-0-' 0.0014
topTuneBoost_Web_alpha10 10 220 0.0006 0.0000 0.0000 0.0435 0.0592 7 '-00-0-----' 0.0069
topTuneBoost_Web_alpha10 10 221 0.0124 0.1000 0.0542 0.0762 0.1001 8 '-1--0-----' 0.5000
topTuneBoost_Web_alpha10 10 222 0.0644 0.3000 0.1306 0.1736 0.1580 3 '10-011-00-' 1.0000
topTuneBoost_Web_alpha10 10 223 0.0563 0.6000 0.3850 0.2224 0.1522 2 '10421410--' 1.0000
topTuneBoost_Web_alpha10 10 224 0.0089 0.1000 0.1100 0.0872 0.1065 8 '--2------0' 0.3333
topTuneBoost_Web_alpha10 10 225 0.0000 0.0000 0.0000 0.0000 0.0000 9 '0---------' 0.0000
topTuneBoost_Web_alpha10 10 226 0.0059 0.0000 0.0000 0.0925 0.1279 6 '0-0-00----' 0.0714
topTuneBoost_Web_alpha10 10 227 0.0928 0.5000 0.4200 0.2434 0.1548 4 '14301-3---' 1.0000
topTuneBoost_Web_alpha10 10 228 0.0167 0.1000 0.0589 0.0751 0.0625 7 '010-------' 0.5000
