schema alpha  QueryNum map p10 ndcg10 ndcg1000 bpref unjudged relString rr
topTuneBoost_Clef2015_alpha1 1 13 0.4599 0.6000 0.7273 0.8106 0.6592 3 '2222220---' 1.0000
topTuneBoost_Clef2015_alpha1 1 14 0.3992 0.8000 0.5821 0.6565 0.3875 0 '0211111110' 0.5000
topTuneBoost_Clef2015_alpha1 1 15 0.2241 0.6000 0.3382 0.5774 0.6363 0 '0002011221' 0.2500
topTuneBoost_Clef2015_alpha1 1 16 0.0000 0.0000 0.0000 0.0000 0.0000 1 '000000000-' 0.0000
topTuneBoost_Clef2015_alpha1 1 17 0.1111 0.1000 0.2346 0.2346 0.1111 0 '0010000000' 0.3333
topTuneBoost_Clef2015_alpha1 1 18 0.2380 0.3000 0.3442 0.5943 0.1950 0 '2000020100' 1.0000
topTuneBoost_Clef2015_alpha1 1 19 0.0065 0.0000 0.0000 0.1470 0.0000 0 '0000000000' 0.0047
topTuneBoost_Clef2015_alpha1 1 2 0.3205 0.4000 0.3930 0.6404 0.3609 1 '0200200-22' 0.5000
topTuneBoost_Clef2015_alpha1 1 20 0.0716 0.1000 0.0550 0.3588 0.0930 1 '0010-00000' 0.3333
topTuneBoost_Clef2015_alpha1 1 21 0.2537 0.4000 0.2855 0.4945 0.2840 2 '00200--111' 0.3333
topTuneBoost_Clef2015_alpha1 1 22 0.0117 0.0000 0.0000 0.0961 0.0000 1 '000000000-' 0.0769
topTuneBoost_Clef2015_alpha1 1 23 0.5043 0.9000 0.7306 0.7849 0.8281 0 '1221122022' 1.0000
topTuneBoost_Clef2015_alpha1 1 24 0.2071 0.3000 0.2125 0.4836 0.1667 1 '101100000-' 1.0000
topTuneBoost_Clef2015_alpha1 1 25 0.0102 0.0000 0.0000 0.1839 0.0000 0 '0000000000' 0.0244
topTuneBoost_Clef2015_alpha1 1 26 0.5526 0.1000 0.6131 0.7550 0.5000 0 '1000000000' 1.0000
topTuneBoost_Clef2015_alpha1 1 27 0.0111 0.0000 0.0000 0.1537 0.0000 5 '000-0----0' 0.0111
topTuneBoost_Clef2015_alpha1 1 28 0.3449 0.7000 0.7631 0.6858 0.4525 0 '1111000111' 1.0000
topTuneBoost_Clef2015_alpha1 1 29 0.5305 1.0000 0.8196 0.7497 0.7437 0 '1111111111' 1.0000
topTuneBoost_Clef2015_alpha1 1 3 0.1515 0.7000 0.6995 0.5935 0.6662 2 '22202112--' 1.0000
topTuneBoost_Clef2015_alpha1 1 30 0.0882 0.2000 0.1237 0.3636 0.1442 0 '0000000012' 0.1111
topTuneBoost_Clef2015_alpha1 1 31 0.1089 0.4000 0.3440 0.2936 0.1427 0 '1001020010' 1.0000
topTuneBoost_Clef2015_alpha1 1 32 0.3423 0.9000 0.9266 0.6456 0.4966 0 '1111110111' 1.0000
topTuneBoost_Clef2015_alpha1 1 33 0.0421 0.2000 0.1047 0.1764 0.1685 4 '0-10010---' 0.3333
topTuneBoost_Clef2015_alpha1 1 34 0.3333 0.5000 0.3563 0.6057 0.4331 0 '1110201000' 1.0000
topTuneBoost_Clef2015_alpha1 1 35 0.3437 0.6000 0.4530 0.6393 0.4644 2 '01110-111-' 0.5000
topTuneBoost_Clef2015_alpha1 1 36 0.0000 0.0000 0.0000 0.0000 0.0000 3 '00000---00' 0.0000
topTuneBoost_Clef2015_alpha1 1 37 0.2719 0.8000 0.4603 0.5212 0.5674 0 '1100111111' 1.0000
topTuneBoost_Clef2015_alpha1 1 38 0.1260 0.6000 0.5572 0.4705 0.4213 3 '1212202---' 1.0000
topTuneBoost_Clef2015_alpha1 1 39 0.3921 0.7000 0.7850 0.7665 0.6326 1 '1111-11100' 1.0000
topTuneBoost_Clef2015_alpha1 1 4 0.0556 0.3000 0.1962 0.3048 0.1142 0 '0001000012' 0.2500
topTuneBoost_Clef2015_alpha1 1 40 0.0585 0.0000 0.0000 0.2856 0.0000 0 '0000000000' 0.0370
topTuneBoost_Clef2015_alpha1 1 41 0.2092 0.3000 0.2103 0.5372 0.1886 0 '1000101000' 1.0000
topTuneBoost_Clef2015_alpha1 1 42 0.0000 0.0000 0.0000 0.0000 0.0000 6 '----0000--' 0.0000
topTuneBoost_Clef2015_alpha1 1 43 0.1124 0.2000 0.1544 0.4128 0.2602 0 '0001002000' 0.2500
topTuneBoost_Clef2015_alpha1 1 44 0.2647 0.6000 0.5621 0.6812 0.3806 0 '1112020001' 1.0000
topTuneBoost_Clef2015_alpha1 1 45 0.1343 0.1000 0.0784 0.4658 0.0625 0 '0000010000' 0.1667
topTuneBoost_Clef2015_alpha1 1 46 0.2136 0.7000 0.5335 0.6493 0.7833 1 '21-0012112' 1.0000
topTuneBoost_Clef2015_alpha1 1 47 0.1724 0.3000 0.4035 0.5679 0.2318 1 '2020002-00' 1.0000
topTuneBoost_Clef2015_alpha1 1 48 0.0130 0.0000 0.0000 0.1409 0.0000 0 '0000000000' 0.0714
topTuneBoost_Clef2015_alpha1 1 49 0.0093 0.0000 0.0000 0.1480 0.0000 4 '0000----00' 0.0093
topTuneBoost_Clef2015_alpha1 1 5 0.2809 0.4000 0.4203 0.6003 0.3818 1 '12101000-0' 1.0000
topTuneBoost_Clef2015_alpha1 1 50 0.7862 0.5000 0.8817 0.8817 0.8000 0 '2011201000' 1.0000
topTuneBoost_Clef2015_alpha1 1 51 0.2499 0.3000 0.4000 0.6408 0.2222 0 '1001100000' 1.0000
topTuneBoost_Clef2015_alpha1 1 52 0.0010 0.0000 0.0000 0.0818 0.0000 2 '00000000--' 0.0013
topTuneBoost_Clef2015_alpha1 1 53 0.0387 0.1000 0.0784 0.3263 0.0234 0 '0000010000' 0.1667
topTuneBoost_Clef2015_alpha1 1 54 0.0936 0.2000 0.1241 0.3193 0.1265 1 '000010001-' 0.2000
topTuneBoost_Clef2015_alpha1 1 55 0.0102 0.0000 0.0000 0.0775 0.0000 1 '00000000-0' 0.0164
topTuneBoost_Clef2015_alpha1 1 56 0.0321 0.0000 0.0000 0.2402 0.0000 0 '0000000000' 0.0667
topTuneBoost_Clef2015_alpha1 1 57 0.4768 0.7000 0.5296 0.7230 0.7838 0 '1120101110' 1.0000
topTuneBoost_Clef2015_alpha1 1 58 0.0269 0.0000 0.0000 0.2107 0.0000 0 '0000000000' 0.0182
topTuneBoost_Clef2015_alpha1 1 59 0.1123 0.4000 0.3537 0.3128 0.1987 0 '1000010101' 1.0000
topTuneBoost_Clef2015_alpha1 1 6 0.0332 0.0000 0.0000 0.2920 0.0000 0 '0000000000' 0.0278
topTuneBoost_Clef2015_alpha1 1 60 0.0631 0.1000 0.0895 0.2335 0.0938 0 '0010000000' 0.3333
