schema b QueryNum map p10 ndcg10 ndcg1000 bpref unjudged relString rr 
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 190 0.1071 0.1000 0.0636 0.4037 0.1520 0 '0000000002' 0.1000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 194 0.3109 0.5000 0.6168 0.6540 0.3439 0 '2220020200' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 196 0.5105 0.6000 0.5521 0.8023 0.6859 0 '0220222020' 0.5000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 198 0.1646 0.3000 0.1344 0.4691 0.2823 0 '0100000011' 0.5000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 203 0.3385 0.6000 0.3637 0.6050 0.2781 0 '1111110000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 215 0.5587 0.3000 0.1993 0.8071 0.6389 0 '0000000222' 0.1250
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 217 0.0704 0.0000 0.0000 0.3768 0.0000 0 '0000000000' 0.0294
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 220 0.0165 0.0000 0.0000 0.2426 0.0210 0 '0000000000' 0.0323
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 222 0.3284 1.0000 0.8468 0.5674 0.5131 0 '2222111122' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 223 0.4896 0.9000 0.9337 0.6859 0.6179 0 '2222222202' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 226 0.0625 0.1000 0.0851 0.4227 0.0354 0 '0000200000' 0.2000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 228 0.0000 0.0000 0.0000 0.0000 0.0000 0 '0000000000' 0.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 229 0.1273 1.0000 1.0000 0.2502 0.1273 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 231 0.0267 0.2000 0.1732 0.1712 0.0709 1 '000101000-' 0.2500
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 233 0.2267 0.3000 0.4374 0.6070 0.3147 0 '2200020000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 234 0.2973 0.8000 0.8701 0.7382 0.3006 0 '2222222200' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 235 0.0273 0.0000 0.0000 0.2970 0.0284 0 '0000000000' 0.0500
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 237 0.7202 0.9000 0.6758 0.8412 0.7989 0 '1202212211' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 33 0.3101 0.9000 0.9364 0.5959 0.5422 0 '2222222220' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 36 0.4990 0.9000 0.8948 0.7354 0.5012 0 '2222220221' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 44 0.6426 0.7000 0.6017 0.7965 0.6602 0 '0222122002' 0.5000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 48 0.5158 1.0000 1.0000 0.7396 0.7306 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 51 0.4501 0.8000 0.8048 0.6394 0.5585 0 '2202022222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 53 0.4139 0.4000 0.2934 0.7476 0.4835 0 '0000220022' 0.2000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 59 0.1667 0.1000 0.3026 0.3026 0.1667 3 '20-0-000-0' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 65 0.7313 1.0000 1.0000 0.8861 0.7745 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 69 0.0514 0.6000 0.3817 0.1899 0.1791 0 '1002011120' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 70 0.2264 0.5000 0.2698 0.5211 0.3258 0 '0110110002' 0.5000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 77 0.0531 0.4000 0.4124 0.2881 0.1254 0 '0220220000' 0.5000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 84 0.0590 0.0000 0.0000 0.3585 0.0364 0 '0000000000' 0.0769
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 87 0.5537 0.7000 0.7534 0.8408 0.5017 0 '2220200222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.05_k1.2 0.05 99 0.1911 0.6000 0.3357 0.4738 0.4015 0 '0112110100' 0.5000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 102 0.6802 1.0000 0.8205 0.8911 0.8529 0 '1122222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 105 0.4896 0.8000 0.8482 0.8024 0.4706 0 '2222200222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 115 0.0123 0.0000 0.0000 0.1425 0.0000 0 '0000000000' 0.0625
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 116 0.3918 1.0000 0.7886 0.7391 0.6354 0 '2211211212' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 117 0.0036 0.0000 0.0000 0.0587 0.0203 3 '0000000---' 0.0217
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 124 0.3736 0.3000 0.4690 0.7209 0.3000 0 '2220000000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 146 0.1579 0.4000 0.4915 0.4854 0.3262 0 '2201200000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 147 0.3549 0.9000 0.9364 0.6333 0.5547 0 '2222222220' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 154 0.1159 0.3000 0.2690 0.3447 0.0816 0 '0000022002' 0.1667
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 155 0.1075 0.1000 0.1389 0.5341 0.0746 0 '0100000000' 0.5000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 157 0.0632 0.6000 0.3435 0.1206 0.1617 1 '111-011010' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 171 0.1161 0.5000 0.4074 0.4082 0.2531 0 '1100202200' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 176 0.0042 0.0000 0.0000 0.0885 0.0000 0 '0000000000' 0.0051
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 177 0.0041 0.0000 0.0000 0.0953 0.0000 0 '0000000000' 0.0204
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 180 0.3505 0.5000 0.4731 0.7319 0.4107 0 '2000022201' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 182 0.0042 0.0000 0.0000 0.1411 0.0000 4 '-00-0000--' 0.0079
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 186 0.0033 0.0000 0.0000 0.0895 0.0000 0 '0000000000' 0.0108
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 187 0.0279 0.3000 0.1877 0.2161 0.1504 3 '0---200210' 0.2000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 190 0.1053 0.1000 0.0636 0.3881 0.1568 0 '0000000002' 0.1000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 194 0.2945 0.4000 0.5424 0.6493 0.3380 0 '2220002000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 196 0.4220 0.6000 0.4459 0.7595 0.6646 0 '0002022222' 0.2500
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 198 0.1710 0.3000 0.1750 0.4858 0.2924 0 '1000000011' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 203 0.3309 0.6000 0.3637 0.5751 0.2801 0 '1111110000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 215 0.5374 0.3000 0.2032 0.8009 0.6192 0 '0000002022' 0.1429
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 217 0.0713 0.0000 0.0000 0.3781 0.0000 0 '0000000000' 0.0294
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 220 0.0129 0.0000 0.0000 0.2056 0.0216 0 '0000000000' 0.0370
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 222 0.2874 1.0000 0.7308 0.5338 0.4978 0 '1112222122' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 223 0.4731 0.9000 0.9266 0.6788 0.6128 0 '2222220222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 226 0.0570 0.1000 0.1100 0.4212 0.0344 0 '0020000000' 0.3333
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 228 0.0000 0.0000 0.0000 0.0000 0.0000 0 '0000000000' 0.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 229 0.1273 1.0000 1.0000 0.2502 0.1273 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 231 0.0164 0.2000 0.1420 0.1490 0.0614 1 '00000100-1' 0.1667
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 233 0.2171 0.5000 0.4643 0.5765 0.3144 0 '0220022002' 0.5000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 234 0.2866 0.8000 0.8701 0.7305 0.3036 0 '2222222200' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 235 0.0264 0.0000 0.0000 0.2900 0.0249 1 '000000-000' 0.0357
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 237 0.7090 0.9000 0.7007 0.8420 0.7941 0 '1222012211' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 33 0.2770 0.9000 0.9306 0.5644 0.5151 0 '2222222022' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 36 0.4734 0.9000 0.8270 0.7192 0.4875 0 '2222220111' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 44 0.6290 0.7000 0.5945 0.7897 0.6562 0 '0222120022' 0.5000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 48 0.4921 1.0000 1.0000 0.7260 0.7126 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 51 0.4432 0.8000 0.7952 0.6362 0.5585 0 '2200222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 53 0.3912 0.4000 0.2992 0.7348 0.4688 0 '0000220220' 0.2000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 59 0.1667 0.1000 0.3026 0.3026 0.1667 4 '2000--0-0-' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 65 0.7251 1.0000 1.0000 0.8847 0.7787 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 69 0.0436 0.6000 0.3297 0.1758 0.1716 0 '0020111201' 0.3333
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 70 0.1798 0.5000 0.2475 0.4570 0.3061 3 '011110--1-' 0.5000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 77 0.0452 0.4000 0.3967 0.2731 0.1229 0 '0220020200' 0.5000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 84 0.0578 0.0000 0.0000 0.3695 0.0364 2 '0000--0000' 0.0667
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 87 0.5262 0.7000 0.7382 0.8249 0.4602 0 '2202200222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.0_k1.2 0.0 99 0.1778 0.3000 0.1391 0.4504 0.3895 1 '0-11001000' 0.3333
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 102 0.7220 1.0000 0.8755 0.9089 0.8684 0 '2112222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 105 0.4728 0.8000 0.8062 0.7920 0.4514 0 '2222012022' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 115 0.0201 0.0000 0.0000 0.1652 0.0000 0 '0000000000' 0.0909
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 116 0.4422 1.0000 0.7384 0.7574 0.6519 0 '1222111212' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 117 0.0026 0.0000 0.0000 0.0460 0.0047 0 '0000000000' 0.0222
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 124 0.3960 0.3000 0.4690 0.7407 0.3000 0 '2220000000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 146 0.1729 0.6000 0.6226 0.5036 0.3281 0 '2022212000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 147 0.3937 1.0000 1.0000 0.6671 0.5778 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 154 0.0712 0.0000 0.0000 0.2915 0.0000 0 '0000000000' 0.0769
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 155 0.1020 0.1000 0.1389 0.4942 0.1017 0 '0100000000' 0.5000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 157 0.0735 0.5000 0.3055 0.1249 0.1619 0 '1110010001' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 171 0.1649 0.5000 0.4164 0.5292 0.3083 0 '1100222000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 176 0.0042 0.0000 0.0000 0.0881 0.0000 0 '0000000000' 0.0056
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 177 0.0060 0.0000 0.0000 0.1164 0.0000 0 '0000000000' 0.0185
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 180 0.3824 0.6000 0.5320 0.7468 0.4369 0 '2000012222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 182 0.0144 0.0000 0.0000 0.2545 0.0131 0 '0000000000' 0.0286
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 186 0.0025 0.0000 0.0000 0.0845 0.0000 0 '0000000000' 0.0091
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 187 0.0399 0.3000 0.3496 0.2799 0.1568 0 '2002000100' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 190 0.1036 0.1000 0.0663 0.4025 0.1400 0 '0000000020' 0.1111
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 194 0.3215 0.6000 0.6277 0.6501 0.3558 0 '2200222001' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 196 0.5819 0.8000 0.8572 0.8448 0.7075 0 '2222220022' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 198 0.1670 0.2000 0.1061 0.4743 0.2795 0 '0100001000' 0.5000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 203 0.3486 0.7000 0.4273 0.6122 0.2834 0 '1111110002' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 215 0.5917 0.3000 0.2212 0.8203 0.6762 0 '0000022200' 0.1667
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 217 0.0654 0.0000 0.0000 0.3700 0.0000 0 '0000000000' 0.0278
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 220 0.0204 0.0000 0.0000 0.2773 0.0147 0 '0000000000' 0.0213
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 222 0.3507 0.9000 0.7771 0.5823 0.5335 0 '2021221222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 223 0.5027 1.0000 1.0000 0.6961 0.6268 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 226 0.0771 0.1000 0.0663 0.4513 0.0378 0 '0000000020' 0.1111
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 228 0.0000 0.0000 0.0000 0.0000 0.0000 2 '00000000--' 0.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 229 0.1273 1.0000 1.0000 0.2502 0.1273 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 231 0.0596 0.3000 0.3933 0.2459 0.0774 0 '1001010000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 233 0.2313 0.4000 0.5174 0.6258 0.3104 0 '2202000002' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 234 0.3067 0.8000 0.8669 0.7442 0.3003 0 '2222222020' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 235 0.0271 0.0000 0.0000 0.2899 0.0346 0 '0000000000' 0.0588
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 237 0.7272 0.9000 0.6788 0.8393 0.8039 0 '1022212212' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 33 0.3484 1.0000 1.0000 0.6240 0.5628 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 36 0.5337 0.9000 0.9266 0.7547 0.5231 0 '2222220222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 44 0.6643 0.7000 0.6108 0.8079 0.6758 0 '0222212200' 0.5000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 48 0.5340 1.0000 0.9351 0.7519 0.7425 0 '2222222211' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 51 0.4622 0.9000 0.8900 0.6462 0.5582 0 '2202222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 53 0.4258 0.4000 0.3379 0.7606 0.4874 0 '0022000202' 0.3333
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 59 0.1667 0.1000 0.3026 0.3026 0.1667 3 '200-0-0-00' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 65 0.7421 1.0000 1.0000 0.8885 0.7817 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 69 0.0622 0.7000 0.4472 0.2026 0.1856 0 '1110102012' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 70 0.2706 0.4000 0.2220 0.5374 0.3549 0 '0101002001' 0.5000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 77 0.0530 0.4000 0.3566 0.2892 0.1270 0 '0022022000' 0.3333
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 84 0.0643 0.0000 0.0000 0.3637 0.0283 0 '0000000000' 0.0714
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 87 0.6064 0.7000 0.7631 0.8624 0.6021 0 '2222000222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.15_k1.2 0.15 99 0.2085 0.9000 0.5435 0.4959 0.4131 0 '0212112111' 0.5000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 102 0.7152 1.0000 0.8755 0.9072 0.8649 0 '2112222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 105 0.4862 0.8000 0.8068 0.7979 0.4686 0 '2222020122' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 115 0.0196 0.0000 0.0000 0.1635 0.0000 0 '0000000000' 0.0909
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 116 0.4275 1.0000 0.7934 0.7581 0.6453 0 '2212111212' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 117 0.0028 0.0000 0.0000 0.0466 0.0092 0 '0000000000' 0.0208
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 124 0.3887 0.3000 0.4690 0.7346 0.3000 0 '2220000000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 146 0.1671 0.4000 0.5389 0.4953 0.3262 0 '2202200000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 147 0.3851 1.0000 1.0000 0.6591 0.5724 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 154 0.0776 0.0000 0.0000 0.2999 0.0000 0 '0000000000' 0.0909
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 155 0.1040 0.1000 0.1389 0.4955 0.0984 0 '0100000000' 0.5000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 157 0.0715 0.5000 0.3084 0.1242 0.1619 0 '1110010100' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 171 0.1546 0.5000 0.4124 0.5160 0.2990 0 '1100220200' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 176 0.0045 0.0000 0.0000 0.0953 0.0000 0 '0000000000' 0.0051
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 177 0.0057 0.0000 0.0000 0.1155 0.0000 0 '0000000000' 0.0192
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 180 0.3788 0.6000 0.5477 0.7437 0.4363 0 '2000212022' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 182 0.0104 0.0000 0.0000 0.2242 0.0125 1 '00000000-0' 0.0196
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 186 0.0029 0.0000 0.0000 0.0864 0.0000 0 '0000000000' 0.0087
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 187 0.0385 0.4000 0.3798 0.2683 0.1561 0 '2002000011' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 190 0.1043 0.1000 0.0663 0.4029 0.1436 0 '0000000020' 0.1111
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 194 0.3209 0.6000 0.6526 0.6588 0.3523 0 '2220022001' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 196 0.5554 0.6000 0.7223 0.8347 0.6995 0 '2222202000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 198 0.1677 0.3000 0.1379 0.4736 0.2809 0 '0100001001' 0.5000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 203 0.3437 0.6000 0.3637 0.6091 0.2827 0 '1111110000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 215 0.5775 0.3000 0.1993 0.8132 0.6580 0 '0000000222' 0.1250
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 217 0.0678 0.0000 0.0000 0.3732 0.0000 0 '0000000000' 0.0286
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 220 0.0185 0.0000 0.0000 0.2604 0.0179 0 '0000000000' 0.0270
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 222 0.3401 0.9000 0.7858 0.5701 0.5160 0 '2202212211' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 223 0.4982 1.0000 1.0000 0.6902 0.6211 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 226 0.0695 0.1000 0.0851 0.4327 0.0363 0 '0000200000' 0.2000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 228 0.0000 0.0000 0.0000 0.0000 0.0000 1 '000000000-' 0.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 229 0.1273 1.0000 1.0000 0.2502 0.1273 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 231 0.0551 0.3000 0.3843 0.2388 0.0760 0 '1001000100' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 233 0.2297 0.3000 0.4441 0.6181 0.3119 0 '2200200000' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 234 0.3066 1.0000 1.0000 0.7450 0.2969 0 '2222222222' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 235 0.0272 0.0000 0.0000 0.2896 0.0332 0 '0000000000' 0.0526
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 237 0.7214 0.9000 0.6470 0.8367 0.8002 0 '1022212211' 1.0000
topTuneBvaried_Hard2003_unifield_b0.1_k1.2 0.1 33 0.3311 0.9000 0.9364 0.6136 0.5566 0 '2222222220' 1.0000
